""	"Fgutabs"	"k_a"	"k_e"	"V_dist"
1	0.865	0.5695	0.0405	49.971
1	0.869	0.8095	0.0461	51.171
1	0.873	1.0495	0.0517	52.371
1	0.877	1.2895	0.0573	53.571
1	0.881	1.4705	0.0629	54.771
1	0.885	1.2305	0.0685	55.971
1	0.889	0.9905	0.0741	57.171
1	0.893	0.7505	0.0797	58.371
1	0.897	0.5105	0.0853	59.571
1	0.901	0.7295	0.0909	59.229
1	0.905	0.9695	0.0965	58.029
1	0.909	1.2095	0.1021	56.829
1	0.913	1.4495	0.1077	55.629
1	0.917	1.3105	0.1133	54.429
1	0.921	1.0705	0.1189	53.229
1	0.925	0.8305	0.1245	52.029
1	0.929	0.5905	0.1301	50.829
1	0.933	0.6495	0.1357	49.629
1	0.937	0.8895	0.1413	48.429
1	0.941	1.1295	0.1469	47.229
1	0.945	1.3695	0.1525	46.029
1	0.949	1.3905	0.1581	44.829
1	0.953	1.1505	0.1637	43.629
1	0.957	0.9105	0.1693	42.429
1	0.961	0.6705	0.1749	41.229
1	0.965	0.5695	0.1805	40.029
1	0.969	0.8095	0.1861	38.829
1	0.973	1.0495	0.1917	37.629
1	0.977	1.2895	0.1973	36.429
1	0.981	1.4705	0.2029	35.229
1	0.985	1.2305	0.2085	34.029
1	0.989	0.9905	0.2141	32.829
1	0.993	0.7505	0.2197	31.629
1	0.997	0.5105	0.2253	30.429
1	0.999	0.7295	0.2309	29.229
1	0.995	0.9695	0.2365	28.029
1	0.991	1.2095	0.2421	26.829
1	0.987	1.4495	0.2477	25.629
1	0.983	1.3105	0.2533	24.429
1	0.979	1.0705	0.2589	23.229
1	0.975	0.8305	0.2645	22.029
1	0.971	0.5905	0.2701	20.829
1	0.967	0.6495	0.2757	20.371
1	0.963	0.8895	0.2813	21.571
1	0.959	1.1295	0.2869	22.771
1	0.955	1.3695	0.2925	23.971
1	0.951	1.3905	0.2981	25.171
1	0.947	1.1505	0.2963	26.371
1	0.943	0.9105	0.2907	27.571
1	0.939	0.6705	0.2851	28.771
1	0.935	0.5695	0.2795	29.971
1	0.931	0.8095	0.2739	31.171
1	0.927	1.0495	0.2683	32.371
1	0.923	1.2895	0.2627	33.571
1	0.919	1.4705	0.2571	34.771
1	0.915	1.2305	0.2515	35.971
1	0.911	0.9905	0.2459	37.171
1	0.907	0.7505	0.2403	38.371
1	0.903	0.5105	0.2347	39.571
1	0.899	0.7295	0.2291	40.771
1	0.895	0.9695	0.2235	41.971
1	0.891	1.2095	0.2179	43.171
1	0.887	1.4495	0.2123	44.371
1	0.883	1.3105	0.2067	45.571
1	0.879	1.0705	0.2011	46.771
1	0.875	0.8305	0.1955	47.971
1	0.871	0.5905	0.1899	49.171
1	0.867	0.6495	0.1843	50.371
1	0.863	0.8895	0.1787	51.571
1	0.859	1.1295	0.1731	52.771
1	0.855	1.3695	0.1675	53.971
1	0.851	1.3905	0.1619	55.171
1	0.847	1.1505	0.1563	56.371
1	0.843	0.9105	0.1507	57.571
1	0.839	0.6705	0.1451	58.771
1	0.835	0.5695	0.1395	59.971
1	0.831	0.8095	0.1339	58.829
1	0.827	1.0495	0.1283	57.629
1	0.823	1.2895	0.1227	56.429
1	0.819	1.4705	0.1171	55.229
1	0.815	1.2305	0.1115	54.029
1	0.811	0.9905	0.1059	52.829
1	0.807	0.7505	0.1003	51.629
1	0.803	0.5105	0.0947	50.429
1	0.799	0.7295	0.0891	49.229
1	0.795	0.9695	0.0835	48.029
1	0.791	1.2095	0.0779	46.829
1	0.787	1.4495	0.0723	45.629
1	0.783	1.3105	0.0667	44.429
1	0.779	1.0705	0.0611	43.229
1	0.775	0.8305	0.0555	42.029
1	0.771	0.5905	0.0499	40.829
1	0.767	0.6495	0.0443	39.629
1	0.763	0.8895	0.0387	38.429
1	0.759	1.1295	0.0331	37.229
1	0.755	1.3695	0.0275	36.029
1	0.751	1.3905	0.0219	34.829
1	0.747	1.1505	0.0237	33.629
1	0.743	0.9105	0.0293	32.429
1	0.739	0.6705	0.0349	31.229
1	0.735	0.5695	0.0405	30.029
1	0.731	0.8095	0.0461	28.829
1	0.727	1.0495	0.0517	27.629
1	0.723	1.2895	0.0573	26.429
1	0.719	1.4705	0.0629	25.229
1	0.715	1.2305	0.0685	24.029
1	0.711	0.9905	0.0741	22.829
1	0.707	0.7505	0.0797	21.629
1	0.703	0.5105	0.0853	20.429
1	0.699	0.7295	0.0909	20.771
1	0.695	0.9695	0.0965	21.971
1	0.691	1.2095	0.1021	23.171
1	0.687	1.4495	0.1077	24.371
1	0.683	1.3105	0.1133	25.571
1	0.679	1.0705	0.1189	26.771
1	0.675	0.8305	0.1245	27.971
1	0.671	0.5905	0.1301	29.171
1	0.667	0.6495	0.1357	30.371
1	0.663	0.8895	0.1413	31.571
1	0.659	1.1295	0.1469	32.771
1	0.655	1.3695	0.1525	33.971
1	0.651	1.3905	0.1581	35.171
1	0.647	1.1505	0.1637	36.371
1	0.643	0.9105	0.1693	37.571
1	0.639	0.6705	0.1749	38.771
1	0.635	0.5695	0.1805	39.971
1	0.631	0.8095	0.1861	41.171
1	0.627	1.0495	0.1917	42.371
1	0.623	1.2895	0.1973	43.571
1	0.619	1.4705	0.2029	44.771
1	0.615	1.2305	0.2085	45.971
1	0.611	0.9905	0.2141	47.171
1	0.607	0.7505	0.2197	48.371
1	0.603	0.5105	0.2253	49.571
1	0.601	0.7295	0.2309	50.771
1	0.605	0.9695	0.2365	51.971
1	0.609	1.2095	0.2421	53.171
1	0.613	1.4495	0.2477	54.371
1	0.617	1.3105	0.2533	55.571
1	0.621	1.0705	0.2589	56.771
1	0.625	0.8305	0.2645	57.971
1	0.629	0.5905	0.2701	59.171
1	0.633	0.6495	0.2757	59.629
1	0.637	0.8895	0.2813	58.429
1	0.641	1.1295	0.2869	57.229
1	0.645	1.3695	0.2925	56.029
1	0.649	1.3905	0.2981	54.829
1	0.653	1.1505	0.2963	53.629
1	0.9047	1.1415	0.1144	22.7476
1	0.9007	1.1215	0.1816	23.9476
1	0.8967	1.1015	0.2488	25.1476
1	0.8927	1.0815	0.284	26.3476
1	0.8887	1.0615	0.2168	27.5476
1	0.8847	1.0415	0.1496	28.7476
1	0.8807	1.0215	0.0824	29.9476
1	0.8767	1.0015	0.0248	31.1476
1	0.8727	0.9815	0.092	32.3476
1	0.8687	0.9615	0.1592	33.5476
1	0.8647	0.9415	0.2264	34.7476
1	0.8607	0.9215	0.2936	35.9476
1	0.8567	0.9015	0.2392	37.1476
1	0.8527	0.8815	0.172	38.3476
1	0.8487	0.8615	0.1048	39.5476
1	0.8447	0.8415	0.0376	40.7476
1	0.8407	0.8215	0.0696	41.9476
1	0.8367	0.8015	0.1368	43.1476
1	0.8327	0.7815	0.204	44.3476
1	0.8287	0.7615	0.2712	45.5476
1	0.8247	0.7415	0.2616	46.7476
1	0.8207	0.7215	0.1944	47.9476
1	0.8167	0.7015	0.1272	49.1476
1	0.8127	0.6815	0.06	50.3476
1	0.8087	0.6615	0.0472	51.5476
1	0.8047	0.6415	0.1144	52.7476
1	0.8007	0.6215	0.1816	53.9476
1	0.7967	0.6015	0.2488	55.1476
1	0.7927	0.5815	0.284	56.3476
1	0.7887	0.5615	0.2168	57.5476
1	0.7847	0.5415	0.1496	58.7476
1	0.7807	0.5215	0.0824	59.9476
1	0.7767	0.5015	0.0248	58.8524
1	0.7727	0.5185	0.092	57.6524
1	0.7687	0.5385	0.1592	56.4524
1	0.7647	0.5585	0.2264	55.2524
1	0.7607	0.5785	0.2936	54.0524
1	0.7567	0.5985	0.2392	52.8524
1	0.7527	0.6185	0.172	51.6524
1	0.7487	0.6385	0.1048	50.4524
1	0.7447	0.6585	0.0376	49.2524
1	0.7407	0.6785	0.0696	48.0524
1	0.7367	0.6985	0.1368	46.8524
1	0.7327	0.7185	0.204	45.6524
1	0.7287	0.7385	0.2712	44.4524
1	0.7247	0.7585	0.2616	43.2524
1	0.7207	0.7785	0.1944	42.0524
1	0.7167	0.7985	0.1272	40.8524
1	0.7127	0.8185	0.06	39.6524
1	0.7087	0.8385	0.0472	38.4524
1	0.7047	0.8585	0.1144	37.2524
1	0.7007	0.8785	0.1816	36.0524
1	0.6967	0.8985	0.2488	34.8524
1	0.6927	0.9185	0.284	33.6524
1	0.6887	0.9385	0.2168	32.4524
1	0.6847	0.9585	0.1496	31.2524
1	0.6807	0.9785	0.0824	30.0524
1	0.6767	0.9985	0.0248	28.8524
1	0.6727	1.0185	0.092	27.6524
1	0.6687	1.0385	0.1592	26.4524
1	0.6647	1.0585	0.2264	25.2524
1	0.6607	1.0785	0.2936	24.0524
1	0.6567	1.0985	0.2392	22.8524
1	0.6527	1.1185	0.172	21.6524
1	0.6487	1.1385	0.1048	20.4524
1	0.6447	1.1585	0.0376	20.7476
1	0.6407	1.1785	0.0696	21.9476
1	0.6367	1.1985	0.1368	23.1476
1	0.6327	1.2185	0.204	24.3476
1	0.6287	1.2385	0.2712	25.5476
1	0.6247	1.2585	0.2616	26.7476
1	0.6207	1.2785	0.1944	27.9476
1	0.6167	1.2985	0.1272	29.1476
1	0.6127	1.3185	0.06	30.3476
1	0.6087	1.3385	0.0472	31.5476
1	0.6047	1.3585	0.1144	32.7476
1	0.6007	1.3785	0.1816	33.9476
1	0.6033	1.3985	0.2488	35.1476
1	0.6073	1.4185	0.284	36.3476
1	0.6113	1.4385	0.2168	37.5476
1	0.6153	1.4585	0.1496	38.7476
1	0.6193	1.4785	0.0824	39.9476
1	0.6233	1.4985	0.0248	41.1476
1	0.6273	1.4815	0.092	42.3476
1	0.6313	1.4615	0.1592	43.5476
1	0.6353	1.4415	0.2264	44.7476
1	0.6393	1.4215	0.2936	45.9476
1	0.6433	1.4015	0.2392	47.1476
1	0.6473	1.3815	0.172	48.3476
1	0.6513	1.3615	0.1048	49.5476
1	0.6553	1.3415	0.0376	50.7476
1	0.6593	1.3215	0.0696	51.9476
1	0.6633	1.3015	0.1368	53.1476
1	0.6673	1.2815	0.204	54.3476
1	0.6713	1.2615	0.2712	55.5476
1	0.6753	1.2415	0.2616	56.7476
1	0.6793	1.2215	0.1944	57.9476
1	0.6833	1.2015	0.1272	59.1476
1	0.6873	1.1815	0.06	59.6524
1	0.6913	1.1615	0.0472	58.4524
1	0.6953	1.1415	0.1144	57.2524
1	0.6993	1.1215	0.1816	56.0524
1	0.7033	1.1015	0.2488	54.8524
1	0.7073	1.0815	0.284	53.6524
1	0.7113	1.0615	0.2168	52.4524
1	0.7153	1.0415	0.1496	51.2524
1	0.7193	1.0215	0.0824	50.0524
1	0.7233	1.0015	0.0248	48.8524
1	0.7273	0.9815	0.092	47.6524
1	0.7313	0.9615	0.1592	46.4524
1	0.7353	0.9415	0.2264	45.2524
1	0.7393	0.9215	0.2936	44.0524
1	0.7433	0.9015	0.2392	42.8524
1	0.7473	0.8815	0.172	41.6524
1	0.7513	0.8615	0.1048	40.4524
1	0.7553	0.8415	0.0376	39.2524
1	0.7593	0.8215	0.0696	38.0524
1	0.7633	0.8015	0.1368	36.8524
1	0.7673	0.7815	0.204	35.6524
1	0.7713	0.7615	0.2712	34.4524
1	0.7753	0.7415	0.2616	33.2524
1	0.7793	0.7215	0.1944	32.0524
1	0.7833	0.7015	0.1272	30.8524
1	0.7873	0.6815	0.06	29.6524
1	0.7913	0.6615	0.0472	28.4524
1	0.7953	0.6415	0.1144	27.2524
1	0.7993	0.6215	0.1816	26.0524
1	0.8033	0.6015	0.2488	24.8524
1	0.8073	0.5815	0.284	23.6524
1	0.8113	0.5615	0.2168	22.4524
1	0.8153	0.5415	0.1496	21.2524
1	0.8193	0.5215	0.0824	20.0524
1	0.8233	0.5015	0.0248	21.1476
1	0.8273	0.5185	0.092	22.3476
1	0.8313	0.5385	0.1592	23.5476
1	0.8353	0.5585	0.2264	24.7476
1	0.8393	0.5785	0.2936	25.9476
1	0.8433	0.5985	0.2392	27.1476
1	0.8473	0.6185	0.172	28.3476
1	0.8513	0.6385	0.1048	29.5476
1	0.8553	0.6585	0.0376	30.7476
1	0.8593	0.6785	0.0696	31.9476
1	0.8633	0.6985	0.1368	33.1476
1	0.8673	0.7185	0.204	34.3476
1	0.8713	0.7385	0.2712	35.5476
1	0.8753	0.7585	0.2616	36.7476
1	0.8793	0.7785	0.1944	37.9476
1	0.8833	0.7985	0.1272	39.1476
1	0.8873	0.8185	0.06	40.3476
1	0.8913	0.8385	0.0472	41.5476
1	0.8953	0.8585	0.1144	42.7476
1	0.8993	0.8785	0.1816	43.9476
1	0.9033	0.8985	0.2488	45.1476
1	0.9073	0.9185	0.284	46.3476
1	0.9113	0.9385	0.2168	47.5476
1	0.9153	0.9585	0.1496	48.7476
1	0.9193	0.9785	0.0824	49.9476
1	0.9233	0.9985	0.0248	51.1476
1	0.9273	1.0185	0.092	52.3476
1	0.9313	1.0385	0.1592	53.5476
1	0.9353	1.0585	0.2264	54.7476
1	0.9393	1.0785	0.2936	55.9476
1	0.9433	1.0985	0.2392	57.1476
1	0.9473	1.1185	0.172	58.3476
1	0.9513	1.1385	0.1048	59.5476
1	0.9553	1.1585	0.0376	59.2524
1	0.9593	1.1785	0.0696	58.0524
1	0.9633	1.1985	0.1368	56.8524
1	0.9673	1.2185	0.204	55.6524
1	0.9713	1.2385	0.2712	54.4524
1	0.9753	1.2585	0.2616	53.2524
1	0.9793	1.2785	0.1944	52.0524
1	0.9833	1.2985	0.1272	50.8524
1	0.9873	1.3185	0.06	49.6524
1	0.9913	1.3385	0.0472	48.4524
1	0.9953	1.3585	0.1144	47.2524
1	0.9993	1.3785	0.1816	46.0524
1	0.9967	1.3985	0.2488	44.8524
1	0.9927	1.4185	0.284	43.6524
1	0.9887	1.4385	0.2168	42.4524
1	0.9847	1.4585	0.1496	41.2524
1	0.9807	1.4785	0.0824	40.0524
1	0.9767	1.4985	0.0248	38.8524
1	0.9727	1.4815	0.092	37.6524
1	0.9687	1.4615	0.1592	36.4524
1	0.9647	1.4415	0.2264	35.2524
1	0.9607	1.4215	0.2936	34.0524
1	0.9567	1.4015	0.2392	32.8524
1	0.9527	1.3815	0.172	31.6524
1	0.9487	1.3615	0.1048	30.4524
1	0.9447	1.3415	0.0376	29.2524
1	0.9407	1.3215	0.0696	28.0524
1	0.9367	1.3015	0.1368	26.8524
1	0.9327	1.2815	0.204	25.6524
1	0.9287	1.2615	0.2712	24.4524
1	0.9247	1.2415	0.2616	23.2524
1	0.9207	1.2215	0.1944	22.0524
1	0.9167	1.2015	0.1272	20.8524
1	0.9127	1.1815	0.06	20.3476
1	0.9087	1.1615	0.0472	21.5476
1	0.6097	1.4385	0.1842	56.997
1	0.6057	1.4185	0.1758	47.397
1	0.6017	1.3985	0.1674	37.797
1	0.6023	1.3785	0.159	28.197
1	0.6063	1.3585	0.1506	21.403
1	0.6103	1.3385	0.1422	31.003
1	0.6143	1.3185	0.1338	40.603
1	0.6183	1.2985	0.1254	50.203
1	0.6223	1.2785	0.117	59.803
1	0.6263	1.2585	0.1086	50.597
1	0.6303	1.2385	0.1002	40.997
1	0.6343	1.2185	0.0918	31.397
1	0.6383	1.1985	0.0834	21.797
1	0.6423	1.1785	0.075	27.803
1	0.6463	1.1585	0.0666	37.403
1	0.6503	1.1385	0.0582	47.003
1	0.6543	1.1185	0.0498	56.603
1	0.6583	1.0985	0.0414	53.797
1	0.6623	1.0785	0.033	44.197
1	0.6663	1.0585	0.0246	34.597
1	0.6703	1.0385	0.0238	24.997
1	0.6743	1.0185	0.0322	24.603
1	0.6783	0.9985	0.0406	34.203
1	0.6823	0.9785	0.049	43.803
1	0.6863	0.9585	0.0574	53.403
1	0.6903	0.9385	0.0658	56.997
1	0.6943	0.9185	0.0742	47.397
1	0.6983	0.8985	0.0826	37.797
1	0.7023	0.8785	0.091	28.197
1	0.7063	0.8585	0.0994	21.403
1	0.7103	0.8385	0.1078	31.003
1	0.7143	0.8185	0.1162	40.603
1	0.7183	0.7985	0.1246	50.203
1	0.7223	0.7785	0.133	59.803
1	0.7263	0.7585	0.1414	50.597
1	0.7303	0.7385	0.1498	40.997
1	0.7343	0.7185	0.1582	31.397
1	0.7383	0.6985	0.1666	21.797
1	0.7423	0.6785	0.175	27.803
1	0.7463	0.6585	0.1834	37.403
1	0.7503	0.6385	0.1918	47.003
1	0.7543	0.6185	0.2002	56.603
1	0.7583	0.5985	0.2086	53.797
1	0.7623	0.5785	0.217	44.197
1	0.7663	0.5585	0.2254	34.597
1	0.7703	0.5385	0.2338	24.997
1	0.7743	0.5185	0.2422	24.603
1	0.7783	0.5015	0.2506	34.203
1	0.7823	0.5215	0.259	43.803
1	0.7863	0.5415	0.2674	53.403
1	0.7903	0.5615	0.2758	56.997
1	0.7943	0.5815	0.2842	47.397
1	0.7983	0.6015	0.2926	37.797
1	0.8023	0.6215	0.299	28.197
1	0.8063	0.6415	0.2906	21.403
1	0.8103	0.6615	0.2822	31.003
1	0.8143	0.6815	0.2738	40.603
1	0.8183	0.7015	0.2654	50.203
1	0.8223	0.7215	0.257	59.803
1	0.8263	0.7415	0.2486	50.597
1	0.8303	0.7615	0.2402	40.997
1	0.8343	0.7815	0.2318	31.397
1	0.8383	0.8015	0.2234	21.797
1	0.8423	0.8215	0.215	27.803
1	0.8463	0.8415	0.2066	37.403
1	0.8503	0.8615	0.1982	47.003
1	0.8543	0.8815	0.1898	56.603
1	0.8583	0.9015	0.1814	53.797
1	0.8623	0.9215	0.173	44.197
1	0.8663	0.9415	0.1646	34.597
1	0.8703	0.9615	0.1562	24.997
1	0.8743	0.9815	0.1478	24.603
1	0.8783	1.0015	0.1394	34.203
1	0.8823	1.0215	0.131	43.803
1	0.8863	1.0415	0.1226	53.403
1	0.8903	1.0615	0.1142	56.997
1	0.8943	1.0815	0.1058	47.397
1	0.8983	1.1015	0.0974	37.797
1	0.9023	1.1215	0.089	28.197
1	0.9063	1.1415	0.0806	21.403
1	0.9103	1.1615	0.0722	31.003
1	0.9143	1.1815	0.0638	40.603
1	0.9183	1.2015	0.0554	50.203
1	0.9223	1.2215	0.047	59.803
1	0.9263	1.2415	0.0386	50.597
1	0.9303	1.2615	0.0302	40.997
1	0.9343	1.2815	0.0218	31.397
1	0.9383	1.3015	0.0266	21.797
1	0.9423	1.3215	0.035	27.803
1	0.9463	1.3415	0.0434	37.403
1	0.9503	1.3615	0.0518	47.003
1	0.9543	1.3815	0.0602	56.603
1	0.9583	1.4015	0.0686	53.797
1	0.9623	1.4215	0.077	44.197
1	0.9663	1.4415	0.0854	34.597
1	0.9703	1.4615	0.0938	24.997
1	0.9743	1.4815	0.1022	24.603
1	0.9783	1.4985	0.1106	34.203
1	0.9823	1.4785	0.119	43.803
1	0.9863	1.4585	0.1274	53.403
1	0.9903	1.4385	0.1358	56.997
1	0.9943	1.4185	0.1442	47.397
1	0.9983	1.3985	0.1526	37.797
1	0.9977	1.3785	0.161	28.197
1	0.9937	1.3585	0.1694	21.403
1	0.9897	1.3385	0.1778	31.003
1	0.9857	1.3185	0.1862	40.603
1	0.9817	1.2985	0.1946	50.203
1	0.9777	1.2785	0.203	59.803
1	0.9737	1.2585	0.2114	50.597
1	0.9697	1.2385	0.2198	40.997
1	0.9657	1.2185	0.2282	31.397
1	0.9617	1.1985	0.2366	21.797
1	0.9577	1.1785	0.245	27.803
1	0.9537	1.1585	0.2534	37.403
1	0.9497	1.1385	0.2618	47.003
1	0.9457	1.1185	0.2702	56.603
1	0.9417	1.0985	0.2786	53.797
1	0.9377	1.0785	0.287	44.197
1	0.9337	1.0585	0.2954	34.597
1	0.9297	1.0385	0.2962	24.997
1	0.9257	1.0185	0.2878	24.603
1	0.9217	0.9985	0.2794	34.203
1	0.9177	0.9785	0.271	43.803
1	0.9137	0.9585	0.2626	53.403
1	0.9097	0.9385	0.2542	56.997
1	0.9057	0.9185	0.2458	47.397
1	0.9017	0.8985	0.2374	37.797
1	0.8977	0.8785	0.229	28.197
1	0.8937	0.8585	0.2206	21.403
1	0.8897	0.8385	0.2122	31.003
1	0.8857	0.8185	0.2038	40.603
1	0.8817	0.7985	0.1954	50.203
1	0.8777	0.7785	0.187	59.803
1	0.8737	0.7585	0.1786	50.597
1	0.8697	0.7385	0.1702	40.997
1	0.8657	0.7185	0.1618	31.397
1	0.8617	0.6985	0.1534	21.797
1	0.8577	0.6785	0.145	27.803
1	0.8537	0.6585	0.1366	37.403
1	0.8497	0.6385	0.1282	47.003
1	0.8457	0.6185	0.1198	56.603
1	0.8417	0.5985	0.1114	53.797
1	0.8377	0.5785	0.103	44.197
1	0.8337	0.5585	0.0946	34.597
1	0.8297	0.5385	0.0862	24.997
1	0.8257	0.5185	0.0778	24.603
1	0.8217	0.5015	0.0694	34.203
1	0.8177	0.5215	0.061	43.803
1	0.8137	0.5415	0.0526	53.403
1	0.8097	0.5615	0.0442	56.997
1	0.8057	0.5815	0.0358	47.397
1	0.8017	0.6015	0.0274	37.797
1	0.7977	0.6215	0.021	28.197
1	0.7937	0.6415	0.0294	21.403
1	0.7897	0.6615	0.0378	31.003
1	0.7857	0.6815	0.0462	40.603
1	0.7817	0.7015	0.0546	50.203
1	0.7777	0.7215	0.063	59.803
1	0.7737	0.7415	0.0714	50.597
1	0.7697	0.7615	0.0798	40.997
1	0.7657	0.7815	0.0882	31.397
1	0.7617	0.8015	0.0966	21.797
1	0.7577	0.8215	0.105	27.803
1	0.7537	0.8415	0.1134	37.403
1	0.7497	0.8615	0.1218	47.003
1	0.7457	0.8815	0.1302	56.603
1	0.7417	0.9015	0.1386	53.797
1	0.7377	0.9215	0.147	44.197
1	0.7337	0.9415	0.1554	34.597
1	0.7297	0.9615	0.1638	24.997
1	0.7257	0.9815	0.1722	24.603
1	0.7217	1.0015	0.1806	34.203
1	0.7177	1.0215	0.189	43.803
1	0.7137	1.0415	0.1974	53.403
1	0.7097	1.0615	0.2058	56.997
1	0.7057	1.0815	0.2142	47.397
1	0.7017	1.1015	0.2226	37.797
1	0.6977	1.1215	0.231	28.197
1	0.6937	1.1415	0.2394	21.403
1	0.6897	1.1615	0.2478	31.003
1	0.6857	1.1815	0.2562	40.603
1	0.6817	1.2015	0.2646	50.203
1	0.6777	1.2215	0.273	59.803
1	0.6737	1.2415	0.2814	50.597
1	0.6697	1.2615	0.2898	40.997
1	0.6657	1.2815	0.2982	31.397
1	0.6617	1.3015	0.2934	21.797
1	0.6577	1.3215	0.285	27.803
1	0.6537	1.3415	0.2766	37.403
1	0.6497	1.3615	0.2682	47.003
1	0.6457	1.3815	0.2598	56.603
1	0.6417	1.4015	0.2514	53.797
1	0.6377	1.4215	0.243	44.197
1	0.6337	1.4415	0.2346	34.597
1	0.6297	1.4615	0.2262	24.997
1	0.6257	1.4815	0.2178	24.603
1	0.6217	1.4985	0.2094	34.203
1	0.6177	1.4785	0.201	43.803
1	0.6137	1.4585	0.1926	53.403
1	0.643	0.6415	0.0731	46.9196
1	0.653	0.6515	0.0675	45.7196
1	0.749	0.6615	0.0619	44.5196
1	0.845	0.6715	0.0563	43.3196
1	0.941	0.6815	0.0507	42.1196
1	0.963	0.6915	0.0451	40.9196
1	0.867	0.7015	0.0395	39.7196
1	0.771	0.7115	0.0339	38.5196
1	0.675	0.7215	0.0283	37.3196
1	0.621	0.7315	0.0227	36.1196
1	0.717	0.7415	0.0229	34.9196
1	0.813	0.7515	0.0285	33.7196
1	0.909	0.7615	0.0341	32.5196
1	0.995	0.7715	0.0397	31.3196
1	0.899	0.7815	0.0453	30.1196
1	0.803	0.7915	0.0509	28.9196
1	0.707	0.8015	0.0565	27.7196
1	0.611	0.8115	0.0621	26.5196
1	0.685	0.8215	0.0677	25.3196
1	0.781	0.8315	0.0733	24.1196
1	0.877	0.8415	0.0789	22.9196
1	0.973	0.8515	0.0845	21.7196
1	0.931	0.8615	0.0901	20.5196
1	0.835	0.8715	0.0957	20.6804
1	0.739	0.8815	0.1013	21.8804
1	0.643	0.8915	0.1069	23.0804
1	0.653	0.9015	0.1125	24.2804
1	0.749	0.9115	0.1181	25.4804
1	0.845	0.9215	0.1237	26.6804
1	0.941	0.9315	0.1293	27.8804
1	0.963	0.9415	0.1349	29.0804
1	0.867	0.9515	0.1405	30.2804
1	0.771	0.9615	0.1461	31.4804
1	0.675	0.9715	0.1517	32.6804
1	0.621	0.9815	0.1573	33.8804
1	0.717	0.9915	0.1629	35.0804
1	0.813	1.0015	0.1685	36.2804
1	0.909	1.0115	0.1741	37.4804
1	0.995	1.0215	0.1797	38.6804
1	0.899	1.0315	0.1853	39.8804
1	0.803	1.0415	0.1909	41.0804
1	0.707	1.0515	0.1965	42.2804
1	0.611	1.0615	0.2021	43.4804
1	0.685	1.0715	0.2077	44.6804
1	0.781	1.0815	0.2133	45.8804
1	0.877	1.0915	0.2189	47.0804
1	0.973	1.1015	0.2245	48.2804
1	0.931	1.1115	0.2301	49.4804
1	0.835	1.1215	0.2357	50.6804
1	0.739	1.1315	0.2413	51.8804
1	0.643	1.1415	0.2469	53.0804
1	0.653	1.1515	0.2525	54.2804
1	0.749	1.1615	0.2581	55.4804
1	0.845	1.1715	0.2637	56.6804
1	0.941	1.1815	0.2693	57.8804
1	0.963	1.1915	0.2749	59.0804
1	0.867	1.2015	0.2805	59.7196
1	0.771	1.2115	0.2861	58.5196
1	0.675	1.2215	0.2917	57.3196
1	0.621	1.2315	0.2973	56.1196
1	0.717	1.2415	0.2971	54.9196
1	0.813	1.2515	0.2915	53.7196
1	0.909	1.2615	0.2859	52.5196
1	0.995	1.2715	0.2803	51.3196
1	0.899	1.2815	0.2747	50.1196
1	0.803	1.2915	0.2691	48.9196
1	0.707	1.3015	0.2635	47.7196
1	0.611	1.3115	0.2579	46.5196
1	0.685	1.3215	0.2523	45.3196
1	0.781	1.3315	0.2467	44.1196
1	0.877	1.3415	0.2411	42.9196
1	0.973	1.3515	0.2355	41.7196
1	0.931	1.3615	0.2299	40.5196
1	0.835	1.3715	0.2243	39.3196
1	0.739	1.3815	0.2187	38.1196
1	0.643	1.3915	0.2131	36.9196
1	0.653	1.4015	0.2075	35.7196
1	0.749	1.4115	0.2019	34.5196
1	0.845	1.4215	0.1963	33.3196
1	0.941	1.4315	0.1907	32.1196
1	0.963	1.4415	0.1851	30.9196
1	0.867	1.4515	0.1795	29.7196
1	0.771	1.4615	0.1739	28.5196
1	0.675	1.4715	0.1683	27.3196
1	0.621	1.4815	0.1627	26.1196
1	0.717	1.4915	0.1571	24.9196
1	0.813	1.4985	0.1515	23.7196
1	0.909	1.4885	0.1459	22.5196
1	0.995	1.4785	0.1403	21.3196
1	0.899	1.4685	0.1347	20.1196
1	0.803	1.4585	0.1291	21.0804
1	0.707	1.4485	0.1235	22.2804
1	0.611	1.4385	0.1179	23.4804
1	0.685	1.4285	0.1123	24.6804
1	0.781	1.4185	0.1067	25.8804
1	0.877	1.4085	0.1011	27.0804
1	0.973	1.3985	0.0955	28.2804
1	0.931	1.3885	0.0899	29.4804
1	0.835	1.3785	0.0843	30.6804
1	0.739	1.3685	0.0787	31.8804
1	0.643	1.3585	0.0731	33.0804
1	0.653	1.3485	0.0675	34.2804
1	0.749	1.3385	0.0619	35.4804
1	0.845	1.3285	0.0563	36.6804
1	0.941	1.3185	0.0507	37.8804
1	0.963	1.3085	0.0451	39.0804
1	0.867	1.2985	0.0395	40.2804
1	0.771	1.2885	0.0339	41.4804
1	0.675	1.2785	0.0283	42.6804
1	0.621	1.2685	0.0227	43.8804
1	0.717	1.2585	0.0229	45.0804
1	0.813	1.2485	0.0285	46.2804
1	0.909	1.2385	0.0341	47.4804
1	0.995	1.2285	0.0397	48.6804
1	0.899	1.2185	0.0453	49.8804
1	0.803	1.2085	0.0509	51.0804
1	0.707	1.1985	0.0565	52.2804
1	0.611	1.1885	0.0621	53.4804
