Iter	Fgutabs	k_a	k_e	V_dist	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14	C_rest_1.15	C_rest_1.16	C_rest_1.17	C_rest_1.18	C_rest_1.19	C_rest_1.20	C_rest_1.21	C_rest_1.22	C_rest_1.23	C_rest_1.24	C_rest_1.25
12828	0.7021	1.2866	0.0869	35.2041	3.79622	8.32285	10.4328	11.2841	11.4848	11.3542	11.0593	10.6879	10.2854	9.87533	9.46978	9.07466	8.69277	8.32524	7.97234	7.63394	7.30965	6.999	6.70149	6.41659	6.14379	5.88257	5.63245	5.39296	5.16366
12829	0.6061	1.2966	0.0925	36.4041	3.18762	6.96287	8.69772	9.37638	9.51307	9.3762	9.10568	8.77428	8.41962	8.061	7.70813	7.36574	7.03597	6.7196	6.41675	6.12718	5.85049	5.58619	5.33378	5.09274	4.86258	4.64282	4.43298	4.23263	4.04133
12830	0.6899	1.3066	0.0981	37.6041	3.53285	7.68861	9.57094	10.2837	10.4007	10.2199	9.89566	9.50782	9.09738	8.68516	8.28153	7.89141	7.51694	7.15884	6.81705	6.49121	6.18073	5.88501	5.60338	5.3352	5.07984	4.8367	4.60518	4.38475	4.17487
12831	0.7859	1.3166	0.1037	38.8041	3.9223	8.5048	10.5502	11.2985	11.3911	11.159	10.773	10.3207	9.84688	9.374	8.91313	8.46937	8.04485	7.64013	7.255	6.88889	6.54105	6.21066	5.89691	5.59899	5.31609	5.04749	4.79245	4.5503	4.32038
12832	0.8819	1.3266	0.1093	40.0041	4.29356	9.27561	11.4664	12.2393	12.3007	12.0134	11.5636	11.046	10.5087	9.97562	9.4584	8.96222	8.48911	8.03945	7.61282	7.20843	6.82531	6.46244	6.11881	5.79343	5.48533	5.19361	4.9174	4.65588	4.40826
12833	0.9779	1.3366	0.1149	41.2041	4.64818	10.0048	12.325	13.1125	13.1367	12.791	12.2756	11.6921	11.0915	10.499	9.92657	9.37939	8.85933	8.36656	7.90039	7.45979	7.04355	6.65043	6.2792	5.92866	5.59768	5.28516	4.99009	4.71149	4.44845
12834	0.9261	1.3466	0.1205	42.4041	4.30112	9.22382	11.3234	12.0073	11.9917	11.6406	11.1385	10.5783	10.0062	9.44486	8.90469	8.39019	7.90275	7.44227	7.00793	6.59859	6.21297	5.8498	5.50781	5.1858	4.88259	4.59711	4.32832	4.07524	3.83696
12835	0.8301	1.3566	0.1261	43.6041	3.76975	8.05462	9.85382	10.4146	10.3683	10.0342	9.5731	9.06527	8.55049	8.04789	7.56622	7.10901	6.67723	6.27054	5.88806	5.52862	5.19097	4.87387	4.57611	4.29651	4.03399	3.78751	3.55608	3.33879	3.13478
12836	0.7341	1.3666	0.1317	44.8041	3.26214	6.94444	8.46622	8.91857	8.85106	8.5399	8.12338	7.67017	7.21392	6.77063	6.34744	5.94712	5.57024	5.21632	4.88443	4.57342	4.2821	4.00928	3.75381	3.5146	3.29063	3.08092	2.88458	2.70075	2.52864
12837	0.6381	1.3766	0.1373	46.0041	2.77644	5.8888	7.15439	7.51189	7.43161	7.14861	6.77987	6.38309	5.98624	5.60245	5.23747	4.89336	4.5704	4.26802	3.98528	3.72109	3.47432	3.24386	3.02867	2.82774	2.64014	2.46498	2.30144	2.14875	2.00619
12838	0.6579	1.3866	0.1429	47.2041	2.8047	5.9269	7.17574	7.50957	7.40601	7.10242	6.71619	6.30481	5.89593	5.5023	5.12934	4.77887	4.45095	4.14484	3.85942	3.59349	3.34579	3.11513	2.90035	2.70036	2.51416	2.34079	2.17938	2.0291	1.88918
12839	0.7539	1.3966	0.1485	48.4041	3.15082	6.6339	8.00393	8.3488	8.20781	7.84751	7.39888	6.92559	6.45795	6.00972	5.58657	5.19023	4.82053	4.47642	4.15651	3.85928	3.58321	3.32685	3.0888	2.86778	2.66257	2.47204	2.29514	2.1309	1.97841
12840	0.8499	1.4066	0.1541	49.6041	3.48423	7.30897	8.78789	9.13647	8.95402	8.53506	8.02342	7.48845	6.96285	6.46121	5.98935	5.54881	5.13911	4.75889	4.40643	4.07988	3.77744	3.49737	3.23804	2.99794	2.77563	2.5698	2.37923	2.2028	2.03945
12841	0.9459	1.4166	0.1597	50.8041	3.80579	7.95424	9.53068	9.87625	9.6487	9.16943	8.59437	7.99814	7.41553	6.86179	6.34275	5.8597	5.41183	4.9974	4.61432	4.26041	3.93356	3.63173	3.35304	3.09572	2.85814	2.6388	2.43629	2.24931	2.07669
12842	0.9581	1.4266	0.1653	52.0041	3.78523	7.88227	9.41178	9.72109	9.46737	8.96991	8.38261	7.77851	7.19129	6.63545	6.11624	5.63458	5.18932	4.77852	4.39987	4.05104	3.72979	3.43396	3.16158	2.9108	2.6799	2.46732	2.27159	2.0914	1.92549
12843	0.8621	1.4366	0.1709	53.2041	3.34604	6.94216	8.26063	8.50416	8.25627	7.79881	7.26671	6.72357	6.19826	5.70299	5.24194	4.81555	4.42259	4.06107	3.7288	3.42358	3.14327	2.88587	2.64953	2.43254	2.23332	2.05041	1.88248	1.72831	1.58676
12844	0.7661	1.4466	0.1765	54.4041	2.92247	6.04116	7.16369	7.35073	7.11415	6.69968	6.22423	5.74237	5.27861	4.84307	4.439	4.06647	3.72416	3.41016	3.12239	2.85878	2.61737	2.39632	2.19392	2.00862	1.83896	1.68362	1.54141	1.41121	1.29201
12845	0.6701	1.4566	0.1821	55.6041	2.51355	5.17682	6.11752	6.25671	6.0364	5.66758	5.24988	4.82947	4.42677	4.05002	3.70166	3.38149	3.08816	2.81987	2.57468	2.35072	2.14619	1.95944	1.78893	1.63325	1.49111	1.36135	1.24288	1.13471	1.03596
12846	0.6259	1.4666	0.1877	56.8041	2.30949	4.73913	5.58098	5.6893	5.47183	5.12199	4.73056	4.33917	3.96602	3.61821	3.29767	3.00399	2.73572	2.49105	2.26809	2.065	1.88006	1.71167	1.55835	1.41875	1.29166	1.17596	1.07061	0.974707	0.887392
12847	0.7219	1.4766	0.1933	58.0041	2.62136	5.35939	6.28964	6.39076	6.12726	5.71823	5.26572	4.81612	4.3894	3.99313	3.62913	3.29665	2.99382	2.71844	2.4682	2.24091	2.03451	1.84711	1.67695	1.52247	1.38221	1.25487	1.13927	1.03431	0.939023
12848	0.8179	1.4866	0.1989	59.2041	2.92384	5.95593	6.96561	7.05449	6.74252	6.27346	5.76005	5.25304	4.77396	4.33069	3.92484	3.55525	3.21962	2.91528	2.63952	2.38975	2.16357	1.95878	1.77336	1.60549	1.45351	1.31592	1.19135	1.07857	0.976466
12849	0.9139	1.4966	0.2045	59.5959	3.26111	6.61863	7.71398	7.78691	7.41933	6.8824	6.30062	5.72946	5.19209	4.69667	4.24454	3.83406	3.46238	3.12631	2.82267	2.54842	2.30077	2.07717	1.87529	1.69302	1.52847	1.37991	1.24579	1.1247	1.01538
12850	0.9901	1.4934	0.2101	58.3959	3.59662	7.2918	8.48588	8.55019	8.12908	7.52295	6.86968	6.23057	5.63102	5.07981	4.57814	4.12392	3.71378	3.34396	3.01075	2.71063	2.44038	2.19705	1.97797	1.78073	1.60316	1.44329	1.29937	1.1698	1.05314
12851	0.8941	1.4834	0.2157	57.1959	3.2953	6.68281	7.77352	7.82371	7.42629	6.85873	6.24882	5.65345	5.09617	4.58501	4.12095	3.70187	3.32447	2.98509	2.68014	2.40625	2.16029	1.93945	1.74118	1.56317	1.40336	1.25989	1.13108	1.01544	0.911624
12852	0.7981	1.4734	0.2213	55.9959	2.9856	6.05652	7.04186	7.0796	6.70918	6.18409	5.62137	5.07326	4.56133	4.09287	3.66862	3.28647	2.94325	2.63544	2.35962	2.11256	1.89133	1.69324	1.51589	1.35711	1.21496	1.0877	0.973765	0.871766	0.78045
12853	0.7021	1.4634	0.2269	54.7959	2.66697	5.41181	6.28951	6.31645	5.97648	5.49785	4.98631	4.4891	4.02572	3.60265	3.22045	2.87706	2.56946	2.29435	2.0485	1.82891	1.63281	1.45771	1.30138	1.16181	1.03721	0.925969	0.826659	0.737999	0.658848
12854	0.6061	1.4534	0.2325	53.5959	2.33883	4.74743	5.51508	5.53289	5.22693	4.79894	4.3427	3.90015	3.48858	3.11368	2.77581	2.47303	2.20252	1.96124	1.74621	1.55467	1.3841	1.23222	1.097	0.976611	0.869433	0.774016	0.689071	0.613447	0.546123
12855	0.6899	1.4434	0.2381	52.3959	2.70565	5.4938	6.37958	6.39361	6.03076	5.52627	4.98979	4.47045	3.98847	3.55043	3.15662	2.8046	2.49092	2.21189	1.96389	1.7436	1.54796	1.37426	1.22003	1.0831	0.961543	0.853624	0.757817	0.672763	0.597255
12856	0.7859	1.4334	0.2437	51.1959	3.13395	6.36558	7.38912	7.39794	6.96754	6.37249	5.74121	5.13132	4.56645	4.05421	3.59479	3.18517	2.82113	2.49815	2.21189	1.9583	1.73373	1.53487	1.35881	1.20294	1.06495	0.942779	0.834626	0.738879	0.654117
12857	0.8819	1.4234	0.2493	49.9959	3.57769	7.26936	8.43513	8.43689	7.93418	7.2429	6.51116	5.80556	5.15338	4.56328	4.03528	3.56571	3.14946	2.78117	2.45563	2.16804	1.91406	1.68979	1.49178	1.31697	1.16263	1.02638	0.9061	0.799911	0.706166
12858	0.9779	1.4134	0.2549	48.7959	4.03798	8.20751	9.52042	9.51326	8.9333	8.13977	7.30162	6.4949	5.75077	5.07892	4.47921	3.94719	3.47681	3.06173	2.69584	2.37348	2.08958	1.83959	1.61949	1.42571	1.25511	1.10493	0.97271	0.856314	0.753845
12859	0.9261	1.4034	0.2605	47.5959	3.89454	7.91882	9.18253	9.16703	8.59577	7.81781	6.99781	6.21	5.48473	4.83132	4.24943	3.73451	3.28043	2.88081	2.52949	2.22082	1.94973	1.71168	1.50267	1.31917	1.15808	1.01665	0.892498	0.783503	0.687819
12860	0.8301	1.3934	0.2661	46.3959	3.55723	7.23566	8.38773	8.3659	7.83342	7.11152	6.3521	5.62381	4.95461	4.35302	3.81853	3.34671	2.93172	2.56745	2.24808	1.96826	1.72317	1.50856	1.32066	1.15615	1.01212	0.886037	0.775658	0.679028	0.594437
12861	0.7341	1.3834	0.2717	45.1959	3.20766	6.5271	7.56414	7.53772	7.04811	6.3871	5.69308	5.02865	4.41929	3.87265	3.3881	2.96141	2.58708	2.25938	1.97284	1.72247	1.50379	1.31283	1.14609	1.00052	0.873437	0.762491	0.665636	0.581084	0.507271
12862	0.6381	1.3734	0.2773	43.9959	2.84484	5.79109	6.70933	6.68008	6.23764	5.64264	5.01908	4.42311	3.87756	3.38917	2.95724	2.57783	2.24582	1.95594	1.70315	1.48287	1.291	1.12391	0.978429	0.851768	0.741499	0.645503	0.561934	0.489184	0.425852
12863	0.6579	1.3634	0.2829	42.7959	2.99479	6.09877	7.06397	7.02723	6.55298	5.91756	5.25282	4.61852	4.03895	3.52118	3.06431	2.66395	2.31451	2.0102	1.74555	1.51556	1.31579	1.1423	0.991658	0.860873	0.747331	0.648761	0.56319	0.488906	0.424419
12864	0.7539	1.3534	0.2885	41.5959	3.50652	7.14381	8.27245	8.22265	7.65763	6.90323	6.1153	5.36469	4.68008	4.0697	3.53232	3.06256	2.65357	2.29835	1.99023	1.7232	1.49189	1.29157	1.11811	0.967942	0.837932	0.725378	0.627942	0.543593	0.470573
12865	0.8499	1.3434	0.2941	40.3959	4.04226	8.23874	9.53821	9.47322	8.81087	7.9294	7.01027	6.13602	5.34005	4.63183	4.00968	3.46711	2.99592	2.58773	2.23463	1.92944	1.66579	1.4381	1.24149	1.07174	0.925197	0.798684	0.689468	0.595186	0.513796
12866	0.9459	1.3334	0.2997	39.1959	4.60421	9.38813	10.8667	10.7843	10.0176	9.00039	7.94136	6.93556	6.02138	5.20961	4.49807	3.87901	3.34274	2.87938	2.47961	2.13502	1.83815	1.58247	1.36232	1.17277	1.00958	0.869091	0.74815	0.644038	0.554413
12867	0.9581	1.3234	0.2947	37.9959	4.78363	9.78855	11.368	11.3174	10.5444	9.50092	8.40622	7.3613	6.40786	5.55837	4.8115	4.15986	3.59383	3.10346	2.6793	2.31275	1.99616	1.72281	1.48685	1.28318	1.10739	0.955679	0.824748	0.711754	0.614239
12868	0.8621	1.3134	0.2891	36.7959	4.41962	9.07733	10.5794	10.568	9.87807	8.92843	7.92371	6.95942	6.07573	5.28547	4.58835	3.9782	3.44661	2.98472	2.58404	2.23679	1.93602	1.6756	1.45016	1.25502	1.08613	0.939962	0.813459	0.70398	0.609234
12869	0.7661	1.3034	0.2835	35.5959	4.03673	8.32177	9.73318	9.75558	9.14833	8.29475	7.38375	6.50445	5.69513	4.96867	4.32567	3.76111	3.26774	2.83781	2.46377	2.13868	1.8563	1.61111	1.39826	1.2135	1.05315	0.913972	0.793185	0.688359	0.597386
12870	0.6701	1.2934	0.2779	34.3959	3.63303	7.51742	8.82359	8.87385	8.34853	7.59331	6.77994	5.99032	5.26031	4.60257	4.0184	3.50386	3.05286	2.65868	2.31474	2.01496	1.75383	1.52645	1.3285	1.15619	1.00622	0.875697	0.7621	0.663237	0.577197
12871	0.6259	1.2834	0.2723	33.1959	3.4956	7.25999	8.55167	8.62954	8.14509	7.43151	6.6557	5.89806	5.19445	4.55808	3.99095	3.48982	3.04923	2.66301	2.32504	2.02962	1.77155	1.5462	1.34946	1.17773	1.02784	0.897021	0.782846	0.683202	0.59624
12872	0.7219	1.2734	0.2667	31.9959	4.15838	8.66867	10.2472	10.3756	9.82494	8.99235	8.07815	7.17993	6.34191	5.58104	4.90062	4.29746	3.76553	3.29785	2.88742	2.52763	2.21243	1.93642	1.69478	1.48325	1.29811	1.13606	0.994245	0.870126	0.761501
12873	0.8179	1.2634	0.2611	30.7959	4.86588	10.1813	12.078	12.2708	11.6575	10.7031	9.64435	8.59754	7.61631	6.72192	5.91931	5.20553	4.57411	4.01732	3.52725	3.09641	2.7179	2.38551	2.09368	1.83751	1.61266	1.41531	1.2421	1.09009	0.956679
12874	0.9139	1.2534	0.2555	29.5959	5.62351	11.8104	14.0604	14.3333	13.6612	12.5823	11.3722	10.1681	9.03404	7.99622	7.06163	6.22778	5.48786	4.83344	4.25577	3.74645	3.29772	2.90254	2.55461	2.24833	1.97874	1.74146	1.53263	1.34883	1.18708
12875	0.9901	1.2434	0.2499	28.3959	6.31134	13.3044	15.8952	16.2588	15.547	14.3642	13.0225	11.6784	10.4063	9.2375	8.18121	7.23568	6.39407	5.64748	4.98652	4.40209	3.88572	3.42968	3.02703	2.67159	2.35784	2.08092	1.83652	1.62081	1.43044
12876	0.8941	1.2334	0.2443	27.1959	5.9144	12.5141	15.0042	15.3996	14.7734	13.6924	12.4514	11.1996	10.009	8.91051	7.91423	7.01949	6.2206	5.50978	4.87865	4.31899	3.82307	3.38386	2.99497	2.6507	2.34597	2.07626	1.83754	1.62626	1.43927
12877	0.7981	1.2234	0.2387	25.9959	5.48886	11.657	14.0263	14.4448	13.9027	12.9261	11.7905	10.6369	9.53396	8.51222	7.58216	6.74411	5.9935	5.32361	4.72708	4.19657	3.72515	3.30644	2.93466	2.60462	2.31165	2.05162	1.82083	1.61599	1.43419
12878	0.7021	1.2134	0.2331	24.7959	5.03062	10.7236	12.9491	13.3809	12.9208	12.051	11.026	9.97692	8.96868	8.03073	7.17381	6.39907	5.70297	5.07987	4.52335	4.027	3.58466	3.19068	2.83987	2.52755	2.24955	2.0021	1.78186	1.58584	1.41138
12879	0.6061	1.2034	0.2275	23.5959	4.53475	9.70267	11.758	12.1914	11.8107	11.0504	10.1415	9.20402	8.29822	7.45192	6.67586	5.97186	5.33733	4.7676	4.25726	3.80077	3.39279	3.02837	2.70297	2.41246	2.15314	1.92167	1.71507	1.53068	1.36611
12880	0.6899	1.1934	0.2219	22.3959	5.40352	11.6046	14.1129	14.683	14.271	13.3945	12.3305	11.2242	10.1493	9.14068	8.21225	7.36717	6.60304	5.91487	5.2966	4.74197	4.24486	3.79956	3.40081	3.04382	2.72425	2.4382	2.18218	1.95303	1.74793
12881	0.7859	1.1834	0.2163	21.1959	6.46185	13.9293	17.0004	17.7474	17.3059	16.2943	15.0459	13.7371	12.4582	11.2526	10.1387	9.12133	8.19844	7.36475	6.61352	5.93764	5.33013	4.78439	4.2943	3.8543	3.45931	3.10477	2.78654	2.50092	2.24457
12882	0.8819	1.1734	0.2107	20.0041	7.63297	16.5152	20.2282	21.1891	20.7296	19.5797	18.1352	16.6073	15.1055	13.6833	12.3642	11.1552	10.055	9.05805	8.15703	7.34402	6.61114	5.9509	5.35631	4.82098	4.33907	3.90528	3.51483	3.16341	2.84711
12883	0.9779	1.1634	0.2051	21.2041	7.9321	17.2265	21.1747	22.2562	21.845	20.6985	19.2303	17.663	16.113	14.6385	13.2653	12.0024	10.8493	9.8012	8.85114	7.99137	7.21411	6.51189	5.8777	5.30511	4.7882	4.32159	3.90043	3.5203	3.1772
12884	0.9261	1.1534	0.1995	22.4041	7.06208	15.3942	18.99	20.028	19.7225	18.7466	17.4704	16.0948	14.7257	13.417	12.1934	11.0639	10.0294	9.08611	8.2285	7.45012	6.74441	6.10501	5.52592	5.00159	4.52691	4.09723	3.7083	3.35628	3.03766
12885	0.8301	1.1434	0.1939	23.6041	5.96761	13.0571	16.1644	17.1062	16.9006	16.1152	15.0644	13.9199	12.7734	11.672	10.6381	9.68025	8.8	7.99491	7.26071	6.59239	5.9847	5.43254	4.93104	4.47568	4.06228	3.68701	3.34638	3.03721	2.75659
12886	0.7341	1.1334	0.1883	24.8041	4.98783	10.9541	13.6093	14.4515	14.3247	13.7024	12.8484	11.9079	10.9594	10.0436	9.18021	8.37752	7.63735	6.95824	6.33706	5.76995	5.25281	4.78156	4.35234	3.96151	3.60569	3.28178	2.98694	2.71858	2.47432
12887	0.6381	1.1234	0.1827	26.0041	4.10692	9.05313	11.2878	12.0273	11.9609	11.4776	10.7954	10.0354	9.26328	8.51389	7.80443	7.14237	6.52983	5.96603	5.44877	4.97512	4.54194	4.14609	3.78451	3.45432	3.15288	2.87769	2.6265	2.39723	2.18796
12888	0.6579	1.1134	0.1771	27.2041	4.01928	8.89307	11.1278	11.8974	11.8707	11.4272	10.7812	10.0523	9.30637	8.5784	7.88622	7.23785	6.63592	6.08012	5.56862	5.09887	4.66801	4.27314	3.91143	3.5802	3.27693	2.99931	2.74519	2.51258	2.29967
12889	0.7539	1.1034	0.1715	28.4041	4.38001	9.72743	12.2153	13.1049	13.1185	12.6686	11.9893	11.2125	10.4111	9.62466	8.87355	8.16727	7.50933	6.89984	6.33722	5.81897	5.34225	4.90408	4.50156	4.13192	3.79253	3.48097	3.19497	2.93245	2.69149
12890	0.8499	1.0934	0.1659	29.6041	4.70373	10.4854	13.2142	14.2251	14.2868	13.8407	13.1391	12.3248	11.4777	10.6417	9.83947	9.08222	8.3743	7.7164	7.1072	6.54436	6.0251	5.54647	5.10552	4.69943	4.32553	3.98132	3.66446	3.37279	3.10433
12891	0.9459	1.0834	0.1603	30.8041	4.99471	11.1757	14.1346	15.268	15.3847	14.9518	14.2377	13.3957	12.512	11.6344	10.7884	9.98663	9.23439	8.53301	7.88152	7.27781	6.7192	6.2028	5.72571	5.28509	4.87824	4.50264	4.15591	3.83586	3.54044
12892	0.9581	1.0734	0.1547	32.0041	4.83381	10.8561	13.7795	14.9355	15.0994	14.7213	14.0616	13.2698	12.4312	11.593	10.7811	10.0084	9.28083	8.6002	7.96601	7.37655	6.82952	6.32236	5.85245	5.41724	5.01425	4.64116	4.29578	3.97607	3.68014
12893	0.8621	1.0634	0.1491	33.2041	4.16124	9.38057	11.9492	12.9962	13.1822	12.893	12.3534	11.6931	10.9866	10.2757	9.58361	8.92222	8.29717	7.71047	7.16205	6.65076	6.17488	5.7324	5.32124	4.93936	4.58475	4.25552	3.94988	3.66618	3.40283
12894	0.7661	1.0534	0.1435	34.4041	3.54215	8.01484	10.2461	11.1821	11.3796	11.1655	10.7313	10.1884	9.60121	9.00625	8.4239	7.865	7.33483	6.83547	6.36721	5.92933	5.52055	5.13936	4.78414	4.45326	4.14515	3.85828	3.59122	3.34262	3.11121
12895	0.6701	1.0434	0.1379	35.6041	2.97116	6.74802	8.65752	9.48086	9.68018	9.52844	9.18632	8.74801	8.2683	7.77861	7.29667	6.83208	6.38967	5.97154	5.57818	5.2092	4.86371	4.5406	4.23864	3.95656	3.69315	3.4472	3.2176	3.00326	2.80319
12896	0.6259	1.0334	0.1323	36.8041	2.6641	6.07329	7.81978	8.59289	8.80258	8.69229	8.4062	8.02936	7.61157	7.18172	6.75623	6.34417	5.95026	5.57665	5.22402	4.89222	4.58061	4.28833	4.01438	3.75775	3.51741	3.29238	3.08171	2.88449	2.69988
12897	0.7219	1.0234	0.1267	38.0041	2.95259	6.75615	8.73022	9.62634	9.89389	9.80118	9.50803	9.10933	8.66102	8.19582	7.73256	7.28178	6.84911	6.43726	6.04725	5.67913	5.33236	5.00614	4.6995	4.41142	4.14087	3.88682	3.64831	3.42441	3.21424
12898	0.8179	1.0134	0.1211	39.2041	3.21736	7.38955	9.58295	10.603	10.9338	10.866	10.5738	10.1611	9.68977	9.19618	8.70149	8.21773	7.75147	7.30602	6.88278	6.48201	6.10335	5.74608	5.40927	5.09193	4.79305	4.51162	4.24665	3.99721	3.7624
12899	0.9139	1.0034	0.1155	40.4041	3.46047	7.9777	10.3828	11.5275	11.9266	11.8906	11.6069	11.1877	10.7005	10.1852	9.66522	9.15408	8.65931	8.18484	7.73249	7.30278	6.89553	6.51014	6.14576	5.80146	5.47625	5.16917	4.87923	4.60551	4.34712
12900	0.9901	0.9934	0.1099	41.6041	3.61154	8.35717	10.9157	12.161	12.6237	12.626	12.3631	11.9528	11.4664	10.9462	10.4174	9.89482	9.38669	8.89755	8.42957	7.98358	7.55958	7.15714	6.77553	6.4139	6.07136	5.74698	5.43985	5.14908	4.87383
12901	0.8941	0.9834	0.1043	42.8041	3.14409	7.30272	9.57272	10.7015	11.1456	11.1834	10.9846	10.6525	10.2494	9.81309	9.36614	8.92183	8.48782	8.06835	7.6656	7.2805	6.91325	6.56362	6.23111	5.9151	5.61492	5.32983	5.05915	4.80216	4.5582
12902	0.7981	0.9734	0.0987	44.0041	2.70743	6.31207	8.30386	9.3151	9.73387	9.79826	9.65413	9.39066	9.06227	8.702	8.32975	7.9574	7.59191	7.2372	6.89539	6.56746	6.25375	5.95417	5.66842	5.39605	5.13658	4.88947	4.65417	4.43014	4.21687
12903	0.7021	0.9634	0.0931	45.2041	2.29915	5.38031	7.10353	7.9961	8.38336	8.46595	8.36744	8.16388	7.90191	7.61006	7.30566	6.99915	6.69673	6.40197	6.11687	5.84241	5.579	5.32668	5.08529	4.85454	4.63408	4.42352	4.22245	4.03048	3.84721
12904	0.6061	0.9534	0.0875	46.4041	1.91709	4.50304	5.96667	6.73958	7.0895	7.18237	7.12098	6.96892	6.76544	6.53471	6.29154	6.04491	5.80024	5.56069	5.32809	5.10338	4.88702	4.67912	4.47963	4.28837	4.10511	3.92958	3.76148	3.60054	3.44646
12905	0.6899	0.9434	0.0819	47.6041	2.10889	4.97215	6.61196	7.49429	7.90964	8.03906	7.99527	7.8484	7.64202	7.40312	7.14833	6.88788	6.62796	6.37229	6.12302	5.88134	5.64785	5.4228	5.20619	4.99791	4.79776	4.60549	4.42085	4.24357	4.07336
12906	0.7859	0.9334	0.0763	48.8041	2.32292	5.49731	7.33661	8.34441	8.83624	9.00975	8.9887	8.85053	8.64358	8.398	8.13254	7.85879	7.58385	7.31203	7.04589	6.78689	6.53582	6.29304	6.05865	5.8326	5.61474	5.40486	5.20273	5.0081	4.82071
12907	0.8819	0.9234	0.0707	50.0041	2.52172	5.99017	8.02318	9.15686	9.72889	9.95191	9.95976	9.83662	9.63537	9.38919	9.11885	8.83726	8.55247	8.26937	7.99095	7.71895	7.45434	7.19763	6.94903	6.70855	6.47609	6.25151	6.0346	5.82514	5.6229
12908	0.9779	0.9134	0.0651	51.2041	2.70634	6.45285	8.67401	9.93392	10.5897	10.8674	10.9101	10.8082	10.6187	10.3779	10.1085	9.82455	9.53512	9.24572	8.95975	8.67921	8.40531	8.13869	7.87967	7.62835	7.38469	7.14861	6.91993	6.69848	6.48406
12909	0.9261	0.9034	0.0595	52.4041	2.48166	5.93935	8.01253	9.20816	9.84882	10.1398	10.2115	10.147	9.9991	9.80116	9.57445	9.33236	9.08336	8.83272	8.58376	8.3385	8.09811	7.8633	7.63445	7.41171	7.19512	6.98464	6.78017	6.5816	6.38879
12910	0.8301	0.8934	0.0539	53.6041	2.1547	5.17619	7.00816	8.08184	8.67304	8.95809	9.0498	9.02022	8.91539	8.7647	8.5869	8.39392	8.19334	7.98995	7.78675	7.58562	7.3877	7.19368	7.00395	6.81871	6.63803	6.46193	6.29037	6.12327	5.96056
12911	0.7341	0.8834	0.0483	54.8041	1.84649	4.45243	6.04999	7.00108	7.53834	7.81129	7.91606	7.91436	7.84587	7.73605	7.60121	7.45183	7.29459	7.13376	6.97204	6.81115	6.65215	6.49568	6.34214	6.19175	6.04461	5.90077	5.76022	5.62294	5.48887
12912	0.6381	0.8734	0.0427	56.0041	1.55585	3.76571	5.13533	5.96325	6.44236	6.69725	6.80841	6.82783	6.78909	6.71384	6.61606	6.50476	6.38574	6.26273	6.13812	6.01342	5.8896	5.76726	5.64678	5.52836	5.41214	5.29818	5.18649	5.07708	4.96993
12913	0.6579	0.8634	0.0371	57.2041	1.5555	3.77899	5.17205	6.02675	6.53276	6.81324	6.94813	6.98935	6.97059	6.91371	6.83291	6.73737	6.63305	6.52381	6.41214	6.29963	6.18732	6.07586	5.96566	5.85696	5.74993	5.64466	5.54117	5.4395	5.33964
12914	0.7539	0.8534	0.0315	58.4041	1.72897	4.2162	5.79127	6.77175	7.36492	7.70603	7.88336	7.95449	7.95702	7.91545	7.84578	7.75845	7.66022	7.55554	7.44727	7.33729	7.22681	7.11661	7.00718	6.89884	6.79179	6.68616	6.582	6.47935	6.37824
12915	0.8499	0.8434	0.0259	59.6041	1.89116	4.62905	6.38131	7.48764	8.17083	8.57702	8.80205	8.9088	8.93847	8.91812	8.86546	8.79212	8.70571	8.61121	8.5119	8.40993	8.30666	8.20303	8.09961	7.99679	7.89481	7.79383	7.69395	7.59521	7.49766
12916	0.9459	0.8334	0.0203	59.1959	2.09821	5.15515	7.13225	8.39789	9.19489	9.68334	9.96876	10.1207	10.185	10.192	10.1614	10.1065	10.0359	9.95526	9.86839	9.77775	9.68494	9.59105	9.49678	9.40258	9.30874	9.21548	9.1229	9.03109	8.9401
12917	0.9581	0.8234	0.0253	57.9959	2.14442	5.27264	7.29674	8.58995	9.39951	9.88925	10.1677	10.3067	10.3539	10.3409	10.2885	10.2105	10.1162	10.0116	9.90073	9.78618	9.66973	9.55253	9.43533	9.31863	9.20276	9.08791	8.97423	8.86179	8.75064
12918	0.8621	0.8134	0.0309	56.7959	1.94734	4.79089	6.63067	7.80294	8.53154	8.96553	9.20414	9.31342	9.33736	9.30522	9.23648	9.14409	9.03667	8.91995	8.79773	8.67252	8.546	8.41927	8.29305	8.16781	8.04385	7.92137	7.80049	7.68127	7.56375
12919	0.7661	0.8034	0.0365	55.5959	1.74696	4.30048	5.95263	7.00261	7.65064	8.03067	8.23234	8.3156	8.32055	8.27404	8.19397	8.09234	7.97714	7.85373	7.72565	7.59527	7.46416	7.33335	7.20353	7.07513	6.94843	6.82361	6.70077	6.57997	6.46122
12920	0.6701	0.7934	0.0421	54.3959	1.54307	3.80089	5.2618	6.18796	6.75565	7.08341	7.25093	7.31178	7.30199	7.24573	7.15926	7.05348	6.93571	6.81084	6.68216	6.55184	6.42133	6.29159	6.16323	6.03666	5.91214	5.78981	5.66976	5.55203	5.43663
